neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
0.16734601449275363,1.316,103.85716,0,1.2250939396335696,0,-0.5276520583795667,4.965264023796902,358,119.0
0.0661231884057971,1.30024,103.85846,0,1.971941464270131,1,-1.2458260663539207,2.12282218938487,262,92.0
0.08469202898550725,1.32737,103.85024,0,0.9092274038518979,2,0.7221709809729565,5.317876217887132,334,178.0
0.028985507246376812,1.29097,103.84122,0,0.614239467960735,5,-0.8034531947634131,4.550045167403896,359,394.0
0.08469202898550725,1.32761,103.84858,1,0.0,0,-0.5276520583795667,0.0,365,219.0
0.0661231884057971,1.2968,103.85578,1,0.614239467960735,24,1.2606801499821372,1.635343670464595,58,67.0
0.017889492753623188,1.332,103.84861,1,0.0,4,-1.0394537931295873,0.6979231732811619,0,69.0
0.017889492753623188,1.33381,103.87667,1,0.0,0,-0.5276520583795667,0.0,0,56.0
0.07857789855072464,1.28219,103.84425,1,0.0,7,0.8410257519230626,1.8239058841425957,343,181.0
0.042119565217391304,1.29154,103.76891,2,1.2250939396335696,2,-2.283721797330703,2.245696620553674,0,35.0
0.07857789855072464,1.28059,103.8439,2,0.0,9,-0.7224845040203238,1.983864630231678,72,35.0
0.08469202898550725,1.32483,103.84826,1,2.2428102932174734,20,-0.19615393218548524,0.6979231732811619,333,39.0
0.019927536231884056,1.31281,103.79583,1,2.2428102932174734,0,-0.5276520583795667,2.7091892996724116,364,100.0
0.08469202898550725,1.32906,103.84224,1,2.2428102932174734,0,-0.5276520583795667,2.12282218938487,364,119.0
0.03283514492753623,1.29488,103.82774,0,1.0941487555507667,7,-1.182295484615685,0.6979231732811619,119,200.0
0.16734601449275363,1.31651,103.85901,1,0.0,3,-1.7554338954842728,2.12282218938487,190,144.0
0.16734601449275363,1.30999,103.86328,1,0.0,19,-0.3770505042853897,1.4054861873361908,352,150.0
0.15534420289855072,1.3131,103.88963,0,1.2250939396335696,2,-2.283721797330703,0.0,0,81.0
0.00973731884057971,1.29647,103.84406,1,0.0,9,-1.2792255216334913,0.0,0,60.0
0.15534420289855072,1.31038,103.8776,0,1.2250939396335696,0,-0.5276520583795667,4.563933057663081,317,319.0
0.15534420289855072,1.31262,103.88031,1,0.614239467960735,114,1.2606801499821372,2.7091892996724116,77,44.0
0.07857789855072464,1.28185,103.84538,1,0.614239467960735,5,-1.700456252132715,0.0,0,131.0
0.042119565217391304,1.28146,103.78597,1,0.0,1,0.0,3.587354967010756,338,56.0
0.16734601449275363,1.31511,103.85245,0,1.2250939396335696,1,-1.700456252132715,4.563933057663081,307,190.0
0.07201086956521739,1.28585,103.83437,0,0.9092274038518979,0,-0.5276520583795667,3.5182786438048437,57,150.0
0.07201086956521739,1.28246,103.83055,1,2.2428102932174734,0,-0.5276520583795667,1.1106423187956795,0,65.0
0.16734601449275363,1.30296,103.86315,0,1.971941464270131,0,-0.5276520583795667,5.936770562516876,301,136.0
0.08673007246376811,1.30099,103.85038,0,0.0,0,-0.5276520583795667,0.0,0,175.0
0.042119565217391304,1.30458,103.78435,0,0.9092274038518979,3,-0.9145819861156947,4.550045167403896,364,344.0
0.16734601449275363,1.31779,103.85225,0,1.971941464270131,13,-1.2458260663539207,1.1106423187956795,365,224.0
0.16734601449275363,1.29985,103.88428,0,1.403880269017419,8,-0.8686653209828723,2.7819309385434967,142,162.0
0.08469202898550725,1.32829,103.84685,0,1.403880269017419,0,-0.5276520583795667,4.965264023796902,342,135.0
0.07201086956521739,1.28947,103.81738,1,0.0,0,-0.5276520583795667,0.0,0,69.0
0.16734601449275363,1.3128,103.85507,0,0.0,105,1.2606801499821372,2.8500661657004063,154,125.0
0.15534420289855072,1.31289,103.9026,1,0.614239467960735,10,0.637977083950903,2.7819309385434967,42,394.0
0.019927536231884056,1.31391,103.79435,0,2.2405547138180126,0,-0.5276520583795667,3.953720261666999,365,156.0
0.08469202898550725,1.31427,103.83881,0,0.614239467960735,10,-1.182295484615685,0.6979231732811619,0,211.0
0.028985507246376812,1.2866,103.84835,2,0.0,0,-0.5276520583795667,3.904722696955796,360,35.0
0.15534420289855072,1.31569,103.89716,0,0.0,8,0.08661570650866017,4.384589331140533,360,179.0
0.057291666666666664,1.29463,103.83923,1,1.403880269017419,0,-0.5276520583795667,0.0,0,100.0
0.08673007246376811,1.30422,103.84949,1,0.0,8,-0.24486778812854537,4.334827334250826,365,140.0
0.15534420289855072,1.31072,103.88393,0,1.2250939396335696,1,-2.017256826927916,5.1992044358826,325,168.0
0.15534420289855072,1.3153,103.88809,0,1.9511332075084395,36,-0.19615393218548524,4.630885623654636,74,85.0
0.15534420289855072,1.31518,103.88065,1,1.805043496262955,0,-0.5276520583795667,4.617813398762224,332,39.0
0.057291666666666664,1.29502,103.84154,0,1.8419949085481022,0,-0.5276520583795667,4.384589331140533,365,137.0
0.07857789855072464,1.28146,103.84875,0,0.9092274038518979,85,1.011244487976355,2.12282218938487,62,190.0
0.08469202898550725,1.31633,103.84537,0,0.0,85,1.2606801499821372,0.0,130,160.0
0.07201086956521739,1.27013,103.82044,1,0.0,11,1.2606801499821372,0.0,57,89.0
0.16734601449275363,1.32801,103.86398,0,0.614239467960735,4,-0.9626830033535972,5.602602981334487,264,258.0
0.15534420289855072,1.31534,103.89897,0,0.9092274038518979,0,-0.5276520583795667,3.444532284295165,52,137.0
0.16734601449275363,1.32738,103.86449,0,1.5714133235456629,1,-2.283721797330703,4.965264023796902,264,250.0
0.15534420289855072,1.31161,103.88143,1,0.614239467960735,82,0.3653006924476868,3.7430677931403484,358,90.0
0.16734601449275363,1.31278,103.85333,0,0.9092274038518979,0,-0.5276520583795667,4.955588464921813,365,199.0
0.017889492753623188,1.3293,103.85402,1,0.0,0,-0.5276520583795667,0.0,0,50.0
0.16734601449275363,1.31232,103.86178,2,0.0,11,-1.2792255216334913,2.12282218938487,360,35.0
0.020380434782608696,1.31152,103.83826,1,0.614239467960735,9,-0.7421392293856932,1.8239058841425957,352,58.0
0.057291666666666664,1.29543,103.83801,1,1.711100244430604,0,-0.5276520583795667,0.6979231732811619,30,56.0
0.0661231884057971,1.27518,103.84443,0,1.971941464270131,0,-0.5276520583795667,5.936770562516876,251,285.0
0.15534420289855072,1.31279,103.89924,0,0.9092274038518979,21,1.2606801499821372,2.7819309385434967,127,394.0
0.07857789855072464,1.28477,103.84167,1,2.2428102932174734,1,-2.283721797330703,4.246574273675839,354,39.0
0.07857789855072464,1.28385,103.84525,2,0.0,7,-1.50867011253664,1.983864630231678,360,37.0
0.057291666666666664,1.29409,103.83578,0,0.9092274038518979,1,-1.8766710578762185,5.602602981334487,255,287.0
0.15534420289855072,1.31226,103.88648,1,0.614239467960735,47,1.2606801499821372,2.7091892996724116,80,60.0
0.0661231884057971,1.2799,103.84668,1,0.0,5,-0.1843036454271705,1.635343670464595,276,369.0
0.057291666666666664,1.29577,103.83939,0,0.614239467960735,37,0.06792843827425137,3.4056994820836968,323,140.0
0.020380434782608696,1.3056,103.84698,0,0.0,3,-0.13812829575397062,3.4056994820836968,365,381.0
0.16734601449275363,1.32837,103.86636,0,1.711100244430604,1,0.0,1.8239058841425957,347,126.0
0.017889492753623188,1.33681,103.84944,1,1.403880269017419,2,-2.185269191971143,0.0,0,35.0
0.07857789855072464,1.28328,103.84329,1,2.2428102932174734,3,-1.5995733807201256,4.945828609450452,356,67.0
0.07857789855072464,1.28313,103.8428,1,1.805043496262955,2,-1.3138254218879104,4.023353105091843,350,57.0
0.16734601449275363,1.31214,103.85918,0,0.614239467960735,10,0.889354053042583,1.983864630231678,338,265.0
0.007699275362318841,1.35117,103.83721,0,0.0,104,1.2606801499821372,0.6979231732811619,133,107.0
0.08673007246376811,1.30223,103.84862,1,1.971941464270131,0,-0.5276520583795667,2.245696620553674,239,68.0
0.057291666666666664,1.29755,103.83498,0,1.2250939396335696,2,-2.017256826927916,0.0,0,200.0
0.08469202898550725,1.32501,103.85432,0,1.711100244430604,0,-0.5276520583795667,1.8239058841425957,365,122.0
0.0661231884057971,1.27408,103.84711,0,1.403880269017419,0,-0.5276520583795667,5.936770562516876,0,129.0
0.057291666666666664,1.29586,103.84004,1,0.614239467960735,0,-0.5276520583795667,3.444532284295165,346,87.0
0.08469202898550725,1.32807,103.84729,0,0.9092274038518979,2,-0.5276520583795667,4.384589331140533,327,100.0
0.0661231884057971,1.27462,103.84248,1,0.0,10,-0.7421392293856932,2.3558545055362607,176,300.0
0.07201086956521739,1.27616,103.83965,1,2.2428102932174734,0,-0.5276520583795667,0.6979231732811619,358,44.0
0.0661231884057971,1.27423,103.84398,0,2.2428102932174734,0,-0.5276520583795667,1.1106423187956795,358,385.0
0.028985507246376812,1.28831,103.84599,2,0.0,0,-0.5276520583795667,3.904722696955796,363,35.0
0.07857789855072464,1.27529,103.84318,1,0.0,3,-0.824731714233197,2.3558545055362607,173,300.0
0.15534420289855072,1.31114,103.88278,1,0.0,150,1.045213044510606,3.7430677931403484,337,90.0
0.08673007246376811,1.31186,103.8543,0,1.403880269017419,11,-0.5943976509367783,4.384589331140533,365,181.0
